id,store_id,year_recorded,unit,civic_number,street_name,name,category,latitude,longitude
239,2764,2020,N/A,961,ROBSON ST,Clearly,Comparison Goods,49.2833530087563,-123.12207755176016
240,2766,2020,N/A,508,W HASTINGS ST,Blenz Coffee West Hastings,Food & Beverage,49.284031891265165,-123.11249062465407
241,2768,2020,102,550,W HASTINGS ST,Tiamo's Gift And Smoke,Comparison Goods,49.28413194971469,-123.11264787411476
242,2769,2020,N/A,550,W HASTINGS ST,Pholicious,Food & Beverage,49.28413194971469,-123.11264787411476
243,2770,2020,N/A,550,W HASTINGS ST,Stock and Supply,Food & Beverage,49.28413194971469,-123.11264787411476
244,2785,2020,L10,555,W HASTINGS ST,Dollarama,Comparison Goods,49.28468294804889,-123.11188882128488
245,2797,2020,U6,555,W HASTINGS ST,Tim Horton's,Food & Beverage,49.28468294804889,-123.11188882128488
246,2804,2020,N/A,688,W HASTINGS ST,Teaever,Food & Beverage,49.28501052418328,-123.11400290966166
247,2810,2020,226,757,W HASTINGS ST,The Perfume Shoppe,Convenience Goods,49.285963829799556,-123.11387156489181
248,2812,2020,230,757,W HASTINGS ST,Diamond Deals Jewellery Inc,Comparison Goods,49.285963829799556,-123.11387156489181
249,2820,2020,N/A,809,W HASTINGS ST,Sir Barber Shop,Service Commercial,49.28633727963352,-123.11486311134117
250,2826,2020,N/A,863,W HASTINGS ST,Mink A Chocolate Cafe,Food & Beverage,49.28678605549069,-123.11488250875561
251,2827,2020,N/A,900,W HASTINGS ST,Palladio,Comparison Goods,49.28662126224258,-123.11649163447863
252,2830,2020,100,1066,W HASTINGS ST,Glory Juice Co Vancouver Ltd,Convenience Goods,49.28737275602466,-123.11885326415198
253,2831,2020,150,1066,W HASTINGS ST,Colourtime Printing & Digital,Service Commercial,49.28737275602466,-123.11885326415198
254,2838,2020,N/A,1152,W HASTINGS ST,Magnolia Regeneration Skin/,Service Commercial,49.28795342814009,-123.12082069746613
255,2842,2020,N/A,505,W PENDER ST,We Drink Corporation,Food & Beverage,49.28388505043413,-123.11309699323725
256,2848,2020,N/A,525,W PENDER ST,Gastown Collectable Inc,Service Commercial,49.28388505043413,-123.11309699323725
257,2849,2020,N/A,526,W PENDER ST,Alma Bridal,Comparison Goods,49.2835482120835,-123.11368421014434
258,2850,2020,N/A,529,W PENDER ST,Sandwich Garden,Food & Beverage,49.28388505043413,-123.11309699323725
259,2859,2020,N/A,589,W PENDER ST,Me And Crepe,Food & Beverage,49.28388505043413,-123.11309699323725
260,2866,2020,N/A,621,W PENDER ST,Digitech Printing Inc,Service Commercial,49.28441229588627,-123.11391240588635
261,2868,2020,N/A,655,W PENDER ST,CoCo Fresh Tea & Juice,Food & Beverage,49.28473749608962,-123.11441549633143
262,2869,2020,N/A,700,W PENDER ST,Starbucks Coffee,Food & Beverage,49.28480509813502,-123.11562761200568
263,2872,2020,N/A,779,W PENDER ST,Poliform Furniture,Comparison Goods,49.2853928770122,-123.11542776726155
264,2874,2020,N/A,800,W PENDER ST,Vancouver Coin & Stamp Ltd,Comparison Goods,49.28540848191182,-123.11655947926273
265,2878,2020,N/A,905,W PENDER ST,Poly Art Centre North America,Comparison Goods,49.28624846916131,-123.11674914416713
266,2879,2020,N/A,911,W PENDER ST,Vacant,Vacant,49.28634855822277,-123.1169041597233
267,2880,2020,N/A,1033,W PENDER ST,Meat & Bread,Food & Beverage,49.28737275602466,-123.11885326415198
268,2881,2020,N/A,1050,W PENDER ST,Quizno's Classic Subs,Food & Beverage,49.28689055355124,-123.11961277708713
269,2886,2020,N/A,1050,W PENDER ST,Liquid Assets Coffee Bar (Koffie),Food & Beverage,49.28689055355124,-123.11961277708713
270,2889,2020,N/A,1095,W PENDER ST,Starbucks Coffee,Food & Beverage,49.28761669617799,-123.11972621071773
271,2894,2020,N/A,1129,W PENDER ST,Ka! Boom Hair Company,Service Commercial,49.28795342814009,-123.12082069746613
272,2900,2020,N/A,1140,W PENDER ST,Symphonie Restaurant,Food & Beverage,49.28761787244076,-123.12207959113464
273,2901,2020,N/A,1155,W PENDER ST,O K Gift Shop Ltd,Comparison Goods,49.28819981493913,-123.12167613279226
274,2906,2020,N/A,1202,W PENDER ST,Shoppers Drug Mart #2275,Convenience Goods,49.28833315463051,-123.12427375808659
275,2922,2020,N/A,3502,E HASTINGS ST,7-Eleven Store,Convenience Goods,49.28086467269992,-123.02777000334461
276,2924,2020,N/A,3519,E HASTINGS ST,Viti Hastings,Convenience Goods,49.28141304560047,-123.02783746001823
277,2928,2020,N/A,3536,E HASTINGS ST,OG Cannabis,Convenience Goods,49.28086428044418,-123.02735546379395
278,2936,2020,N/A,3590,E HASTINGS ST,Dial A Style Barbershop,Service Commercial,49.28086318863645,-123.02624933248893
279,2937,2020,N/A,3594,E HASTINGS ST,Kings Menswear & Tuxedo,Comparison Goods,49.28086318863645,-123.02624933248893
280,2941,2020,N/A,3601,E HASTINGS ST,In The Moment Coffee Ltd,Food & Beverage,49.28140750263199,-123.02521261407756
281,2944,2020,N/A,3615,E HASTINGS ST,Van Mist Vapor Co.,Convenience Goods,49.28140750263199,-123.02521261407756
282,2946,2020,N/A,3619,E HASTINGS ST,Vacant,Vacant,49.28140750263199,-123.02521261407756
283,2951,2020,N/A,3642,E HASTINGS ST,Print & Save Signs,Service Commercial,49.28086183134657,-123.02470686759577
284,2952,2020,N/A,3660,E HASTINGS ST,Rumi's Rose Garden Inc,Food & Beverage,49.280861634338905,-123.02443620204981
285,2954,2020,N/A,3668,E HASTINGS ST,Vacant,Vacant,49.28086150640184,-123.02407723918378
286,2958,2020,N/A,3675,E HASTINGS ST,The Rustic Llama Coffee Bar,Food & Beverage,49.281403978109545,-123.02435810163148
287,2961,2020,N/A,3685,E HASTINGS ST,Strive Studio,Entertainment and Leisure,49.281403978109545,-123.02435810163148
288,2965,2020,N/A,645,E 16TH AV,Dierks Equipment Sales Ltd,Comparison Goods,49.25664217581425,-123.09107718036176
289,2966,2020,N/A,3201,FRASER ST,BKH Jerky Ltd.,Convenience Goods,49.25627424268088,-123.09033356551289
290,2978,2020,N/A,3320,FRASER ST,Vacant,Vacant,49.25521510724371,-123.08944657836872
291,2983,2020,N/A,3353,FRASER ST,Long Tou Beauty Salon,Service Commercial,49.25523033444322,-123.09037233770884
292,2987,2020,N/A,3373,FRASER ST,Remedy Rx,Convenience Goods,49.2548685011674,-123.0903857560168
293,2989,2020,N/A,3377,FRASER ST,Sanitary Electric Tattoo,Service Commercial,49.2548685011674,-123.0903857560168
294,2990,2020,N/A,3379,FRASER ST,Ground Control Electronics,Comparison Goods,49.2548685011674,-123.0903857560168
295,2994,2020,N/A,3455,FRASER ST,Jethro's Fine Grub,Food & Beverage,49.25410902369566,-123.09041371120979
296,2996,2020,N/A,3461,FRASER ST,Wonder Meatball,Food & Beverage,49.25410902369566,-123.09041371120979
297,3010,2020,N/A,3580,FRASER ST,Mei Hair Studio,Service Commercial,49.253111042166545,-123.0894923196542
298,3011,2020,N/A,3586,FRASER ST,Fairy Cakes,Convenience Goods,49.253111042166545,-123.0894923196542
299,3018,2020,15,701,KINGSWAY,Alenka European Food,Convenience Goods,49.256834759632866,-123.08937842765663
300,3023,2020,N/A,3904,FRASER ST,The Beehive Hair Lounge,Service Commercial,49.24995102852769,-123.08964594775071
301,3024,2020,N/A,3905,FRASER ST,PLEA,Service Commercial,49.24996631429456,-123.09057068406761
302,3025,2020,N/A,3911,FRASER ST,Dr. Chris Macasiray Dental Clinic,Service Commercial,49.24986676934629,-123.09057434389946
303,3027,2020,N/A,3916,FRASER ST,Good Sushi,Food & Beverage,49.24984555718816,-123.08965007826374
304,3028,2020,N/A,3925,FRASER ST,Vancouver Table Tennis Club,Service Commercial,49.249659021393306,-123.0905818482948
305,3031,2020,N/A,3958,FRASER ST,Batard Bakery,Convenience Goods,49.24954398038785,-123.08966182189916
306,3032,2020,N/A,3975,FRASER ST,Eclipse Productions,Service Commercial,49.249514420625104,-123.09058731774488
307,3033,2020,N/A,3979,FRASER ST,Vacant,Vacant,49.249514420625104,-123.09058731774488
308,3035,2020,N/A,3992,FRASER ST,Earnest Ice Cream,Convenience Goods,49.24933842869901,-123.08966986581738
309,3036,2020,N/A,3994,FRASER ST,Vancouver Performing Stars,Entertainment and Leisure,49.24933842869901,-123.08966986581738
310,3039,2020,N/A,4064,FRASER ST,7-Eleven,Convenience Goods,49.24892742011404,-123.08968779898385
311,3051,2020,N/A,4131,FRASER ST,Lee's Electronic,Comparison Goods,49.24810607869618,-123.09054075287517
312,3054,2020,N/A,4152,FRASER ST,Goyal Travels Inc.,Service Commercial,49.24810566747246,-123.08976514006477
313,3057,2020,N/A,4169,FRASER ST,Vacant,Vacant,49.24793381819422,-123.09054541186225
314,3058,2020,N/A,4170,FRASER ST,Fraser Crossing Wellness,Service Commercial,49.247920496799466,-123.0897492792413
315,3059,2020,N/A,4171,FRASER ST,Happy Cat Feline Essentials,Comparison Goods,49.24793381819422,-123.09054541186225
316,3061,2020,N/A,4179,FRASER ST,Century Printing,Service Commercial,49.24784757077621,-123.09054803104885
317,3062,2020,N/A,4181,FRASER ST,Grand View Restaurant,Food & Beverage,49.24784757077621,-123.09054803104885
318,3064,2020,N/A,4190,FRASER ST,Dr. Fen Lui,Service Commercial,49.247721749286704,-123.08977552691512
319,3065,2020,N/A,4194,FRASER ST,Ubuntu Canteen,Food & Beverage,49.247721749286704,-123.08977552691512
320,3069,2020,N/A,4209,FRASER ST,Centricare Medical Clinic,Service Commercial,49.24745615235495,-123.09057323740863
321,3076,2020,N/A,4242,FRASER ST,Mountain View Adult Day Program,Service Commercial,49.24707974385959,-123.08981438900472
322,3077,2020,N/A,4245,FRASER ST,Egg & Co.,Food & Beverage,49.24717268409656,-123.0905809491894
323,3078,2020,N/A,4253,FRASER ST,Aling Ening Restaurant,Food & Beverage,49.24703572994076,-123.09058434250932
324,3080,2020,N/A,4259,FRASER ST,The Kings Way Church,Comparison Goods,49.24703572994076,-123.09058434250932
325,3084,2020,N/A,4275,FRASER ST,Showcity Beauty Salon,Service Commercial,49.24689877446084,-123.09058827304185
326,3085,2020,N/A,4279,FRASER ST,Pampanga's Best Café,Food & Beverage,49.24689877446084,-123.09058827304185
327,3086,2020,N/A,4286,FRASER ST,Polonus Old Country Sausage,Convenience Goods,49.24678907927723,-123.08982232147724
328,3087,2020,N/A,4287,FRASER ST,JJ Bean,Food & Beverage,49.24676182389211,-123.09059167182632
329,3088,2020,N/A,4288,FRASER ST,Golden Joy,Food & Beverage,49.24678907927723,-123.08982232147724
330,3097,2020,N/A,4321,FRASER ST,Vacant,Vacant,49.246318910518625,-123.09059720381865
331,3106,2020,N/A,4352,FRASER ST,Global AV Services,Comparison Goods,49.24601089973533,-123.08980175121353
332,3107,2020,N/A,4354,FRASER ST,Noor Mahal Restaurant,Food & Beverage,49.24601089973533,-123.08980175121353
333,3111,2020,N/A,4376,FRASER ST,Masayoshi,Food & Beverage,49.245830543285905,-123.08980667406918
334,3115,2020,N/A,4388,FRASER ST,Vacant,Vacant,49.24564984789028,-123.08981136544921
335,3119,2020,N/A,4588,FRASER ST,Starbucks,Food & Beverage,49.24431518257406,-123.08948575749922
336,3120,2020,N/A,4590,FRASER ST,Shoppers,Convenience Goods,49.24431518257406,-123.08948575749922
337,3125,2020,N/A,212,ABBOTT ST,The Clough Club,Food & Beverage,49.28355954025713,-123.10623290804399
338,3134,2020,N/A,238,ABBOTT ST,Revel Room Supper Club,Food & Beverage,49.28315514326997,-123.10641864956357
339,3152,2020,N/A,307,CAMBIE ST,Ollie Quinn,Comparison Goods,49.2835017466451,-123.10964715253762
340,3156,2020,N/A,325,CAMBIE ST,Revolver Coffee,Food & Beverage,49.28323240144836,-123.10950293167366
341,3162,2020,N/A,206,CARRALL ST,Royal Vape Inc,Convenience Goods,49.28299581940898,-123.10389360967358
342,3165,2020,N/A,217,CARRALL ST,L'Abattoir Restaurant,Food & Beverage,49.283247754858245,-123.10459614240192
343,3171,2020,N/A,315,CARRALL ST,Nelson the Seagull Cafe,Food & Beverage,49.28223381978755,-123.10459187356867
344,3178,2020,130,1,E CORDOVA ST,Omnicare Pharmacy Ltd,Convenience Goods,49.282581582775656,-123.10369409195852
345,3181,2020,N/A,26,E CORDOVA ST,Archetype Custom,Service Commercial,49.28211284756346,-123.10375139025919
346,3183,2020,N/A,45,E CORDOVA ST,AVA Technologies Inc,Service Commercial,49.28259344523479,-123.1028995858652
347,3189,2020,N/A,8,POWELL ST,Sitar Restaurant,Food & Beverage,49.28311883498695,-123.10388832134419
348,3190,2020,N/A,26,POWELL ST,Sardine Can,Food & Beverage,49.283003666924756,-123.10346639541751
349,3203,2020,N/A,27,TROUNCE ALLEY,Gringo Restaurant,Food & Beverage,49.283388371087675,-123.10529434222579
350,3206,2020,N/A,8,W CORDOVA ST,Army & Navy Department Stores,Comparison Goods,49.28244173538996,-123.10564572411337
351,3214,2020,N/A,65,W CORDOVA ST,Adrienne Smith Law,Service Commercial,49.28307415705173,-123.10601738686631
352,3216,2020,N/A,70,W CORDOVA ST,Gastown Float House Center,Entertainment and Leisure,49.28255902098188,-123.10628702470886
353,3220,2020,N/A,105,W CORDOVA ST,Gastown Tattoo Parlour,Service Commercial,49.2831473212628,-123.10699509540994
354,3225,2020,N/A,305,W CORDOVA ST,Colourbox Hair,Service Commercial,49.284024758307446,-123.10963690494845
355,3227,2020,N/A,315,W CORDOVA ST,Durant Sessions,Comparison Goods,49.284024758307446,-123.10963690494845
356,3228,2020,N/A,316,W CORDOVA ST,Frank and Oak,Comparison Goods,49.28359778635055,-123.1097949131346
357,3231,2020,N/A,321,W CORDOVA ST,Out & About Boutique Inc,Comparison Goods,49.284024758307446,-123.10963690494845
358,3239,2020,N/A,403,W CORDOVA ST,Rocket Reprographics Inc,Service Commercial,49.284322267809195,-123.10995076930779
359,3240,2020,N/A,422,W CORDOVA ST,Heathers The Flowershop,Convenience Goods,49.28419094151,-123.11071235490911
360,3243,2020,N/A,452,W CORDOVA ST,L'Atelier Home Ltd,Comparison Goods,49.28419094151,-123.11071235490911
361,3245,2020,N/A,486,W CORDOVA ST,E:CLE,Comparison Goods,49.28419094151,-123.11071235490911
362,3248,2020,N/A,8,WATER ST,Roden Gray Inc,Comparison Goods,49.283247754858245,-123.10459614240192
363,3257,2020,N/A,47,WATER ST,Filson,Comparison Goods,49.28390247952865,-123.1049383288338
364,3258,2020,N/A,50,WATER ST,Inform Interiors (2000) Inc,Comparison Goods,49.28346230240305,-123.10569931474713
365,3262,2020,N/A,68,WATER ST,World Wrap Place,Food & Beverage,49.28351101473291,-123.10596660771373
366,3264,2020,N/A,97,WATER ST,Inform Interiors (2000) Inc,Comparison Goods,49.28409667799142,-123.10600382252474
367,3268,2020,N/A,131,WATER ST,131 Water Kitchan and Bar,Food & Beverage,49.28429077875637,-123.10706900949596
368,3271,2020,N/A,117,WATER ST,Prado Cafe Ltd,Food & Beverage,49.28429077875637,-123.10706900949596
369,3276,2020,201,131,WATER ST,La Differencia,Comparison Goods,49.28429077875637,-123.10706900949596
370,3277,2020,121,131,WATER ST,Poppy And Rye,Comparison Goods,49.28429077875637,-123.10706900949596
371,3280,2020,N/A,141,WATER ST,Vacant,Vacant,49.28438781232718,-123.10760169408579
372,3282,2020,N/A,155,WATER ST,Vacant UC,Vacant UC,49.28444845851551,-123.10793463006442
373,3285,2020,N/A,165,WATER ST,Kit and Ace Technical Apparel,Comparison Goods,49.284496976755634,-123.10820097723851
374,3288,2020,N/A,199,WATER ST,Starbucks Coffee,Food & Beverage,49.28454549617492,-123.10846733043846
375,3290,2020,N/A,305,WATER ST,The Latest Scoop,Comparison Goods,49.28458904296333,-123.10889266146503
376,3310,2020,N/A,355,WATER ST,Oak and Fort,Comparison Goods,49.28481001030406,-123.11001607556618
377,3311,2020,N/A,356,WATER ST,BURO,Food & Beverage,49.28445387502295,-123.11028331734407
378,3312,2020,N/A,359,WATER ST,Gifts and Things - Smiley's Enterprises,Comparison Goods,49.28481001030406,-123.11001607556618
379,3320,2020,N/A,375,WATER ST,Steamworks,Food & Beverage,49.28497089887051,-123.11083218131641
380,3328,2020,N/A,418,ABBOTT ST,Pacific Oak Clinic Inc,Service Commercial,49.28169324468026,-123.10712227143897
381,3329,2020,N/A,420,ABBOTT ST,Wellness Pharmacy No. 8,Convenience Goods,49.28169324468026,-123.10712227143897
382,3340,2020,N/A,320,CAMBIE ST,Vacant,Vacant,49.28308505732642,-123.10901441867483
383,3343,2020,N/A,360,CAMBIE ST,Fresh Bowl Foods Ltd,Food & Beverage,49.28259395309091,-123.10913735467828
384,3344,2020,N/A,370,CAMBIE ST,Meat and Bread Cambie,Food & Beverage,49.28259395309091,-123.10913735467828
385,3350,2020,N/A,12,E HASTINGS ST,Portland Community Dental Clinic,Service Commercial,49.281112354746845,-123.10392420408512
386,3355,2020,N/A,45,E HASTINGS ST,The Hub Clothing Store,Comparison Goods,49.2817072618918,-123.10332308884962
387,3357,2020,108,50,E HASTINGS ST,50 Cents Convenience Store,Convenience Goods,49.281096540909274,-123.10308704879318
388,3358,2020,N/A,52,E HASTINGS ST,Vacant,Vacant,49.28109460986452,-123.10298289657425
389,3364,2020,N/A,92,E HASTINGS ST,Pigeon Park Savings,Service Commercial,49.28108678073587,-123.10256388552872
390,3371,2020,N/A,110,E HASTINGS ST,Vacant,Vacant,49.28107389079874,-123.1018691913116
391,3378,2020,N/A,139,E HASTINGS ST,Insite Coffee,Service Commercial,49.28166965764753,-123.1013187416397
392,3384,2020,N/A,151,E HASTINGS ST,Real Compassion Society,Convenience Goods,49.28166385915374,-123.10100456563018
393,3387,2020,N/A,163,E HASTINGS ST,Vacant,Vacant,49.281658050519646,-123.10068969119254
394,3393,2020,N/A,199,E HASTINGS ST,Owl Drugs,Convenience Goods,49.28152353781422,-123.10009923224528
395,3401,2020,N/A,203,MAIN ST,No 5 Orange St Hotel,Food & Beverage,49.282985333727986,-123.10003521616134
396,3404,2020,N/A,223,MAIN ST,Pier Health Resource Centre Ltd,Convenience Goods,49.282779898505545,-123.10004434169325
397,3406,2020,N/A,235,MAIN ST,Vacant,Vacant,49.2826432740302,-123.10004993789028
398,3410,2020,N/A,249,MAIN ST,Main Mini Mart,Convenience Goods,49.28242782164916,-123.10005919840596
399,3411,2020,N/A,305,MAIN ST,Waves Coffee House,Food & Beverage,49.28215930543997,-123.1000709666783
400,3413,2020,N/A,309,MAIN ST,Vacant,Vacant,49.28208126837037,-123.10007444420646
401,3416,2020,N/A,384,MAIN ST,The Aboriginal Front Door Society,Service Commercial,49.28168052745732,-123.09917867860956
402,3420,2020,N/A,434,RICHARDS ST,Do Da Antiques,Comparison Goods,49.28341378148091,-123.11250268961521
403,3424,2020,N/A,126,W CORDOVA ST,W Dental,Service Commercial,49.2826404694755,-123.10789253900161
404,3425,2020,N/A,136,W CORDOVA ST,The GPO Bar and Kitchen,Food & Beverage,49.2826404694755,-123.10789253900161
405,3427,2020,N/A,146,W CORDOVA ST,JJ Bean,Food & Beverage,49.2826404694755,-123.10789253900161
406,3429,2020,N/A,11,W HASTINGS ST,Community Thrift & Vintage,Comparison Goods,49.28189498967937,-123.10500917821923
407,3430,2020,N/A,16,W HASTINGS ST,Vacant,Vacant,49.281413173276924,-123.10517292589796
408,3437,2020,N/A,47,W HASTINGS ST,Balila Taste Kitchen,Food & Beverage,49.28212675471318,-123.10628154313827
409,3441,2020,N/A,74,W HASTINGS ST,Grand Union Hotel Bar,Food & Beverage,49.281652909696305,-123.10690049730778
410,3444,2020,N/A,100,W HASTINGS ST,Prado Cafe,Food & Beverage,49.28177761001151,-123.10758651520523
411,3447,2020,N/A,108,W HASTINGS ST,Noodlebox Gastown,Food & Beverage,49.281796530834754,-123.10768944657018
412,3451,2020,N/A,120,W HASTINGS ST,Wildebeest Restaurant,Food & Beverage,49.28185152019461,-123.10799204852964
413,3452,2020,N/A,122,W HASTINGS ST,Catch 122,Food & Beverage,49.28192490264458,-123.10839576144855
414,3455,2020,N/A,130,W HASTINGS ST,All City Athletics Ltd,Entertainment and Leisure,49.28192490264458,-123.10839576144855
415,3456,2020,N/A,134,W HASTINGS ST,Money Mart,Service Commercial,49.28194284597186,-123.10849666870224
416,3457,2020,N/A,139,W HASTINGS ST,Subway,Food & Beverage,49.2826404694755,-123.10789253900161
417,3458,2020,N/A,140,W HASTINGS ST,Structube,Comparison Goods,49.28197972889595,-123.10869862311651
418,3469,2020,N/A,166,W HASTINGS ST,Victory Food Market,Convenience Goods,49.28208977439603,-123.10930382684634
419,3471,2020,217,207,W HASTINGS ST,Cavalier,Comparison Goods,49.28298815002344,-123.1096869503132
420,3479,2020,N/A,322,W HASTINGS ST,La Taqueria Taco Shop Ltd,Food & Beverage,49.28292570590021,-123.11078127118812
421,3480,2020,N/A,324,W HASTINGS ST,Venus&Mars,Comparison Goods,49.28292570590021,-123.11078127118812
422,3481,2020,N/A,330,W HASTINGS ST,Atex Fabrics,Comparison Goods,49.28292570590021,-123.11078127118812
423,3482,2020,N/A,337,W HASTINGS ST,Dressew Supply Ltd,Comparison Goods,49.283372628934906,-123.11028053204636
424,3485,2020,N/A,399,W HASTINGS ST,Lit City,Comparison Goods,49.283516679902476,-123.11050323041638
425,3486,2020,N/A,400,W HASTINGS ST,Vancouver Film School Ltd,Service Commercial,49.283354669075926,-123.11144322741366
