TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2023,2,28,15,25,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,2,28,15,49,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,1,15,21,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,1,15,45,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,1,20,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,3,10,11,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,3,16,38,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,4,15,59,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,5,16,19,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,5,17,37,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,6,13,58,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,7,19,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,7,20,9,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,8,16,20,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,11,19,15,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,13,17,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,15,10,27,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,17,20,33,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,19,14,55,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,19,18,21,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,20,16,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,20,18,11,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,25,20,7,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,27,15,46,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,3,31,9,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,3,17,44,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,4,10,19,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,8,13,44,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,9,15,3,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,10,11,27,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,16,12,24,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,16,18,32,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,17,11,28,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,17,12,54,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,20,17,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,23,12,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,24,15,20,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,24,16,9,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,25,17,7,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,25,18,24,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,25,20,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,25,20,47,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,26,18,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,28,20,5,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,29,20,57,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,30,14,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,4,30,14,34,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,2,15,36,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,2,19,40,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,3,15,10,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,3,15,26,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,3,17,10,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,4,20,56,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,5,13,20,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,6,16,59,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,7,13,40,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,7,16,31,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,8,16,50,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,8,17,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,8,17,55,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,12,13,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,13,19,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,25,17,25,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,28,11,43,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,29,11,19,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,29,16,3,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,5,30,12,27,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,6,5,12,33,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,6,6,16,38,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2023,2,9,11,42,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2023,2,10,19,16,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2023,2,21,15,11,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2023,1,24,13,10,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,1,26,16,30,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,2,2,16,40,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,2,23,15,9,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,2,23,18,40,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,2,26,17,10,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,2,27,18,55,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,3,4,14,50,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,3,4,18,50,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,3,6,11,40,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,3,13,17,55,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,4,1,16,45,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,5,28,16,35,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,6,2,18,50,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,6,7,14,50,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2023,4,28,20,30,7XX GRANVILLE ST,Central Business District,491299.9891,5458762.5253
Other Theft,2023,1,13,13,0,7XX GRANVILLE ST,Central Business District,491311.5684,5458761.2037
Other Theft,2023,5,25,11,50,7XX GRANVILLE ST,Central Business District,491323.3039,5458773.0109
Other Theft,2023,1,21,13,11,7XX GRANVILLE ST,Central Business District,491335.0394,5458784.818
Other Theft,2023,3,27,12,9,7XX GRANVILLE ST,Central Business District,491335.0394,5458784.818
Other Theft,2023,4,2,15,34,7XX GRANVILLE ST,Central Business District,491335.0394,5458784.818
Other Theft,2023,6,8,17,40,7XX GRANVILLE ST,Central Business District,491335.0394,5458784.818
Other Theft,2023,2,15,19,9,7XX GRANVILLE ST,Central Business District,491346.7749,5458796.6252
Other Theft,2023,1,30,14,23,7XX GRANVILLE ST,Central Business District,491358.5104,5458808.4324
Other Theft,2023,2,1,18,41,7XX GRANVILLE ST,Central Business District,491358.5104,5458808.4324
Other Theft,2023,2,17,13,0,7XX GRANVILLE ST,Central Business District,491367.8989,5458817.8781
Other Theft,2023,1,9,13,30,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Other Theft,2023,1,29,18,0,7XX GRANVILLE ST,Central Business District,491374.9402,5458824.9624
Other Theft,2023,6,3,11,52,7XX GRANVILLE ST,Central Business District,491374.9402,5458824.9624
Other Theft,2023,1,17,20,28,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2023,1,9,18,27,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,1,11,18,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,1,17,20,34,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,1,22,10,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,1,23,10,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,1,17,25,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,10,11,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,10,18,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,15,16,20,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,15,18,36,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,15,19,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,15,20,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,16,15,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,16,16,25,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,16,17,58,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,16,20,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,16,20,10,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,17,14,52,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,17,18,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,17,20,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,15,17,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,16,28,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,18,4,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,18,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,18,53,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,19,19,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,20,15,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,20,18,42,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,21,14,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,21,17,23,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,21,17,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,22,15,37,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,23,15,58,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,23,18,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,23,19,23,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,23,20,27,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,24,19,33,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,24,20,43,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,13,57,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,15,36,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,16,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,17,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,18,58,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,25,19,35,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,13,37,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,14,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,15,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,15,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,17,34,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,18,26,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,27,19,8,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,28,17,20,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,2,28,19,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,1,15,56,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,1,16,10,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,1,17,18,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,4,15,37,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,4,18,48,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,4,19,14,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,5,14,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,7,17,3,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,8,16,24,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,8,17,37,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,9,16,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,11,16,16,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,17,14,25,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,22,19,38,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,28,11,19,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,28,19,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,30,17,48,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,1,18,14,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,6,15,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,10,18,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,21,14,56,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,24,19,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,25,19,54,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,25,21,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,26,17,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,28,20,50,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,29,13,39,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,29,15,0,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,29,16,49,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,29,19,45,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,30,16,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,4,30,16,29,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,2,16,47,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,2,17,49,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,2,20,3,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,3,16,20,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,3,19,55,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,4,16,40,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,4,19,21,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,6,16,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,6,17,33,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,6,20,19,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,7,16,25,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,7,17,8,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,7,18,5,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,11,12,37,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,16,17,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,24,15,30,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,25,18,3,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,26,14,7,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,28,15,39,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,29,9,8,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,29,13,57,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,29,16,34,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,30,9,2,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,5,30,17,55,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,1,13,51,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,2,12,15,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,2,17,39,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,2,17,58,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,3,16,47,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,3,18,13,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,4,13,54,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,5,14,14,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,6,15,23,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,7,14,44,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,6,8,20,49,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2023,3,16,15,8,7XX GRANVILLE ST,Central Business District,491407.7996,5458858.0224
Other Theft,2023,5,30,20,30,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Other Theft,2023,2,17,9,0,7XX HAWKS AVE,Strathcona,493655.9369,5458385.6438
Other Theft,2023,6,7,10,15,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.4227
Other Theft,2023,5,15,15,45,7XX HORNBY ST,Central Business District,491176.4504,5458922.6919
Other Theft,2023,6,4,12,39,7XX HORNBY ST,Central Business District,491176.4504,5458922.6919
Other Theft,2023,1,10,12,5,7XX HORNBY ST,Central Business District,491179.9709,5458926.2718
Other Theft,2023,3,21,14,0,7XX HORNBY ST,Central Business District,491179.9709,5458926.2718
Other Theft,2023,2,2,15,45,7XX HORNBY ST,Central Business District,491186.9616,5458933.3815
Other Theft,2023,2,12,12,30,7XX HORNBY ST,Central Business District,491186.9616,5458933.3815
Other Theft,2023,5,10,17,0,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Other Theft,2023,5,22,20,0,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Other Theft,2023,1,12,15,0,7XX HORNBY ST,Central Business District,491265.7192,5459000.4383
Other Theft,2023,2,1,0,0,7XX JACKSON AVE,Strathcona,493191.1087,5458410.985
Other Theft,2023,5,25,13,0,7XX JACKSON AVE,Strathcona,493199.1141,5458373.3238
Other Theft,2023,5,1,13,54,7XX JERVIS ST,West End,490698.8574,5459410.4963
Other Theft,2023,2,8,17,51,7XX MAIN ST,Strathcona,492745.9154,5458393.8657
Other Theft,2023,1,13,23,0,7XX MAIN ST,Strathcona,492747.721,5458426.6466
Other Theft,2023,5,1,21,30,7XX NELSON ST,Central Business District,491046.628,5458504.814
Other Theft,2023,2,17,1,30,7XX PACIFIC BLVD,Central Business District,491996.1662,5458165.9181
Other Theft,2023,2,26,3,30,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Other Theft,2023,4,2,2,0,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Other Theft,2023,5,7,15,18,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Other Theft,2023,1,17,13,44,7XX RICHARDS ST,Central Business District,491453.345,5458634.4232
Other Theft,2023,3,1,15,0,7XX RICHARDS ST,Central Business District,491469.202,5458637.3619
Other Theft,2023,1,1,15,54,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,9,17,10,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,13,13,20,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,14,11,40,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,25,12,7,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,26,17,40,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,1,26,18,6,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,1,14,51,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,3,19,47,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,6,16,29,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,13,13,53,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,14,16,9,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,19,18,4,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,19,18,13,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,22,14,58,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,24,14,19,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,2,24,17,0,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,3,7,16,47,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,3,12,17,35,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,3,18,12,45,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,5,10,17,54,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,6,3,17,45,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2023,4,8,18,30,7XX ROBSON ST,Central Business District,491216.7029,5458802.9062
Other Theft,2023,1,12,15,47,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2023,1,6,10,23,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,4,27,15,22,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,5,14,16,28,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,5,19,18,32,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,5,26,17,5,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,5,31,19,3,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,6,6,14,34,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,6,6,18,47,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,6,7,14,26,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2023,1,13,12,50,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,2,8,20,1,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,3,3,12,58,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,3,8,16,15,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,3,16,17,9,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,3,27,19,29,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
Other Theft,2023,4,9,15,39,7XX ROBSON ST,Central Business District,491275.7458,5458745.3365
